Nazwa,Telefon,Adres,"Godziny otwarcia","Strona internetowa","Opinia 1","Opinia 2","Opinia 3","Opinia 4","Opinia 5","Opinia 6",Typ,"Wysokość cen",Latitude,Longitude
W.KRUK,"783 782 711","aleja Niepodległości 36, 70-404 Szczecin, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 10:00–20:00",https://wkruk.pl/salon-szczecin-1,"Sklep W.Kruk w Szczecinie (Kaskada) to absolutnie wspaniałe miejsce do zakupów biżuterii. Obsługa jest niezwykle profesjonalna, a szczególnie chciałbym podziękować i pozdrowić Panią Karolinę za jej uprzejmość i pomoc. Jej wiedza na temat biżuterii jest imponująca, a jej pasja do pracy sprawia, że każda wizyta staje się niezapomniana. Dziękuję za doskonałą obsługę!",,,,,,"jewelry_store, finance, store, point_of_interest, establishment",,53.4271062,14.5511738
"Złotnik Szczecin''Ester Gold'' Obrączki ślubne-Pierścionki-Skup złota i srebra","91 433 54 19","Jagiellońska 17, 70-362 Szczecin, Polska","poniedziałek: 10:00–17:00, wtorek: 10:00–17:00, środa: 10:00–17:00, czwartek: 10:00–17:00, piątek: 10:00–17:00, sobota: 10:00–14:00, niedziela: Zamknięte",http://www.estergold.pl/,"Korekta rozmiaru oraz naprawa pierścionka z brylantem przebiegła bardzo sprawnie. Praca wykonana profesjonalnie, szybko i uczciwie, ceny również rozsądne. Zdecydowanie polecam","Oddałam pierścionek zaręczynowy do naprawy, odpadła perełka i trzpień na którym była osadzona. Naprawiony pierścionek był do odbioru tego samego dnia, dodatkowo pięknie wyczyszczony wyglądał jak nowy. Jestem w stu procentach zadowolona. Polecam 👍","Profesjonalne podejście i pomoc. Pan powiększył moja obrączkę w krótkim czasie i bez problemów. U innych """"złotników """" słyszałam, że to niemożliwe albo ryzykowne. Gorąco polecam.","Prawdziwy fachura od wszystkiego co wiąże się z wykonaniem lub naprawą biżuterii ze złota.Wiele usług zleciłem w ciagu lat i zawsze wykonane fachowo i szybko! Pan Jubiler wykonał aniołka ze złota w/g wzoru ze srebra-mistrzostwo! Polecam wszystkim",,,"jewelry_store, store, point_of_interest, establishment",,53.4317446,14.5405663
Złotnik,"91 423 12 99","Księdza Hugona Kołłątaja 25, 71-525 Szczecin, Polska","poniedziałek: 10:00–16:30, wtorek: 10:00–16:30, środa: 10:00–16:30, czwartek: 10:00–16:30, piątek: 10:00–16:30, sobota: Zamknięte, niedziela: Zamknięte",,"Ten pan jest godny zaufania i jest ekspertem w swojej dziedzinie. Nasze stare złoto zostało doskonale przetworzone w ciągu kilku dni. dziękujemy i do zobaczenia.","Złotnik to fachowiec pierwszej kategorii,  konkretny , rzetelne podejście do tematu, bez ściemniania, którego pełno u pseudofachowców, naprawiał mi oprawki, które według innych były nie do naprawienia oraz przy okazji drobną biżuterię, polecam, będę korzystać zapewne jeszcze nie raz , pozdrawiam Pana Złotnika 😊","Oprawki okularów zostały naprawione estetycznie i trzymają się bardzo solidnie. Cena za usługę była rozsądna. U innego złotnika, za taką samą cenę, okulary po naprawie wytrzymały dwa tygodnie.","Świetne miejsce pierścionek dla narzeczonej pomniejszony. Trochę długo trzeba było czekać (2 tygodnie) ale robota dobrze wykonana i dostałem rabat więc jestem zadowolony :)","Bardzo dobry fachowiec, zna się na rzeczy. Duży plus również za możliwość naprawy zegarków, nawet tych starych oraz oprawek do okularów. Polecam tego Pana tym bardziej, że niestety w Szczecinie brakuje prawdziwych rzemieślników.",,"jewelry_store, store, point_of_interest, establishment",,53.4462563,14.549461
"ZŁOTNIK – JUBILER WOJCIECH ARASZKIEWICZ","91 333 52 22","al. Wyzwolenia 41/u 1, 70-531 Szczecin, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: Zamknięte, niedziela: Zamknięte",https://jubileraraszkiewicz.pl/,"Niedawno zleciliśmy Panu Wojtkowi wykonanie naszych obrączek.Od dawna wiedzieliśmy, że jak zdecydujemy się na ślub, to o obrączki zwrócimy się właśnie tutaj😃 Bardzo profesjonalna, uprzejma i sympatyczna Pani tam pracująca, która nam wszystko wyjaśniła😃 Pan Wojtek uważnie wysłuchał jakie są nasze oczekiwania, po czym jako wybitny fachowiec w swojej dziedzinie doradził nam kilka szczegółów 👍😁 Obrączki były do odebrania 2 tygodnie przed terminem😉 Jesteśmy mega zadowoleni z efektu pracy Pana Wojtka i nie możemy się doczekać, kiedy z dumą będziemy JE nosić na palcu🥰Wszystkim, którym zależy na najwyższej jakości świadczonych usług z całego serca polecamy ten salon jubilerski ❤️😃👍 Bardzo dziękujemy za wszystko, Patrycja z Jarkiem😁💞👏👍","Naprawy i przeróbki wykonane wyśmienicie, dodatkowo całość biżuterii odnowiona i wyglądała jak nowa. Autorska biżuteria prezentowana w salonie niepowtarzalna. Obsługa, jakość wyrobów i ceny lepsze niż w sieciówkach typu Apart, Kruk czy Yes","Obrączki wykonane wyśmienicie, ceny przystępne (a nawet bardzo dobre), termin realizacji w innych salonach nie był możliwy - a u Pana Wojciecha zrobiliśmy piękne obrączki bez problemu. No i oczywiście obsługa - jakby każdy miał takie podejście do klientów, to świat byłby piękny. Dziękujemy i polecamy!","Bardzo profesjonalna obsługa i usługa:-) Zostaliśmy obsłużeni w bardzo sympatycznej atmosferze, co dla mnie jest bardzo ważne  i doceniam. Pan Wojciech człowiek otwarty z poczuciem humoru, pozostali pracownicy również. Poza tym oczywiście profesjonalizm na całym etapie współpracy i realizacji usługi. Przy moim braku zdecydowania, otrzymałam pomoc i porady, co bardzo ułatwiło podjęcie decyzji w kwestii wyglądu obrączek. Na każdym etapie utrzymywany był kontakt telefoniczny i informacje co do dalszych czynności. Obrączki wykonane zostały ze złota, którym dysponowałam od wielu lat. Materiał został rzetelnie """"zważony"""" i rozliczony. Ku mojemu zaskoczeniu wyszły z tego dwie przepiękne i solidne obrączki. Koszt wykonania bardzo przystępny. Wszystkie informacje co do kosztów i czasu realizacji podane były od razu. Usługa wykonana niemalże błyskawicznie:-)) Obrączki wyszły piękne, dokładnie takie jakie chcieliśmy. Nie wyobrażam sobie innych..Jeśli zajdzie potrzeba chętnie skorzystam z usług ponownie. Tymczasem szczerze polecam innym:-) Katarzyna i Dariusz","Zdecydowanie polecam. Pan Wojciech wykonał obrączkę taką jaką sobie wymarzyłam. Szybka i torfesjobalna obsługa.",,"jewelry_store, point_of_interest, store, establishment",,53.4337614,14.5535562
"Jubiler Aton","512 647 172","Rostocka 15, 71-771 Szczecin, Polska","poniedziałek: 09:00–20:00, wtorek: 09:00–20:00, środa: 09:00–20:00, czwartek: 09:00–20:00, piątek: 09:00–20:00, sobota: 09:00–20:00, niedziela: Zamknięte",,"Serdecznie polecam. Przemiła Pani, pomaga w wyborze nie narzucając swojego zdania czy gustu. Wszystko w miłej atmosferze i ceny naprawdę przyzwoite. Polecam!! Na pewno wrócę :)","Nieprawdopodobnie miła i profesjonalna obsługa. Pani """"Jubiler"""" wykonała dla nas ważną ale drobną jak się okazało usługę ,na poczekaniu i gratisowo! Co jest szczególnie miłe i zaskakujące, że byliśmy tego dnia u innego jubilera w Centrum Szczecina , który nawet nie podjął tematu , mówiąc tylko ,że czymś takim się nie zajmuje, bo to może być 5 minut ale i 5 godzin. Woda sodowa i pieniądze zmieniają ludzi , ale jak się okazało nie wszystkich","Byłam dzisiaj zakupić komplet łańcuszek plus zawieszka na prezent na chrzciny. Jeśli ktoś szuka dobrej obsługi, ceny i pięknej biżuterii to warto wybrać się właśnie tutaj do Aton. Obsłużyła mnie bardzo miła Pani i z chęcią mi doradziła tak abym mogła zmieścić się w budżecie jaki zaplanowałam, a nawet wydałam mniej dzięki rabacie, który otrzymałam ❤️ Pani pomogła mi dobrać odpowiedni wzór łańcuszka i medalika i pięknie je zapakowała. Jestem bardzo zadowolona z tego, że właśnie tam poszłam i polecam to miejsce wszystkim ❤️ na pewno będę odwiedzać i robić tam zakupy ❤️","Obrączki jak i inne wyroby, jakością i wykonaniem dorównują, a nawet przewyższają topowe marki jubilerskie ze znanych reklam, a i ceny przy tym są bardzo konkurencyjne. Sprzedawczyni zna się na rzeczy i potrafi przez to doskonale doradzić udzielając przy tym odpowiedniego rabatu.","Bardzo miła obsługa doskonałe doradztwo jeżeli robisz zakupy z okazji i nie masz pomysłu na prezent tu znajdziesz fachowe doradztwo bardzo polecam ten zakład . Dziękuję za obsługę Leokadia",,"jewelry_store, finance, point_of_interest, store, establishment",,53.4621802,14.5531468
YES,"91 433 07 99","Ku Słońcu 67, 71-047 Szczecin, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 10:00–20:00",https://yes.pl/,"Polecam ten salon, obsługa zawsze miła, a przy tym posiada dużą wiedzę i wyczucie stylu.","Yes ma bardzo dobre wykończenia biżuterii co wydaje się być bardzo ważne",,,,,"jewelry_store, store, point_of_interest, establishment",,53.429532,14.4832169
"Pracownia złotnicza","512 352 155","Rydla 52, 70-783 Szczecin, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",https://obraczkislubneszczecin.pl/,"U Pana Mariusza przerabiałam pierścionek, a właściwie łączyłam dwa w jeden. Efekt przerósł moje oczekiwania. Dziękuję bardzo za staranność, punktualność i miłą obsługę. Pracownię polecę każdemu, a negatywne opinię na temat wyrobów zignoruję bo to tak naprawdę jest rzeczą gustu.","Polecam serdecznie! Duży wybór, biżuteria piękna i przemiła obsługa. Pan Złotnik doradza, ale też zostawia przestrzeń, żeby spokojnie się zastanowić i podjąć decyzję :)","Byłem wczoraj po prezent na Dzień Matki. Zostałem obsłużony bardzo życzliwie i profesjonalnie mi doradzono. Wszelkie zagadnienia również zostały wyjaśnione w kwestii materiałów i możliwości. Wyszedłem zadowolony z ładnie zapakowanym produktem. Wcześniej miałem nieprzyjemność być w salonie Apart gdzie obsługa bardzo nieuprzejma i opryskliwa. Zdecydowanie polecam korzystanie z usług Prawdziwego Pasjonata i Fachowca jakim jest Pan Łoboda","Idealnie skrócone bransolety zegarków. Cena stosowna do jakości usługi. Polecam.",,,"jewelry_store, store, point_of_interest, establishment",,53.3826564,14.6560746
"Złotnik Krzysztof Wójcik","601 707 339","Adama Mickiewicza 105, 71-280 Szczecin, Polska","poniedziałek: 10:00–14:00, 15:00–17:00, wtorek: 10:00–14:00, 15:00–17:00, środa: 10:00–14:00, 15:00–17:00, czwartek: 10:00–14:00, 15:00–17:00, piątek: 10:00–14:00, 15:00–17:00, sobota: 09:00–12:00, niedziela: Zamknięte",http://kwojcik.com.pl/,"Z całego serca polecam Pana Krzysztofa. Uratował on pamiątkowy pierścionek. Praca została wykonana na najwyższym poziomie. Nie widać znaków po uszkodzeniu. Dodatkowo odświeżył go i wziął za to uczciwe pieniądze. Jeszcze raz z całego serca polecam!!","Przesympatyczna obsługa, rozerwany łańcuszek zreperowany od ręki. Serdecznie polecam.","Zmniejszenie i powiększenie obrączek, szybkie, łatwe i w bardzo dobrej cenie :) dodatkowo pięknie lśnią, jak nowe!","Świetny fachowiec , stworzył dla nas piękne obrączki a po 10 latach wspaniale je odświeżył. Inne usługi -naprawa biżuterii - na równie wysokim poziomie. Serdecznie polecam i dziękuję!","Bardzo kompetentny, dokładny i uprzejmy złotnik. Z całego serca polecam! Miałam doświadczenie z kilkoma innymi punktami w Szczecinie, a wyłącznie tutaj spotkałam się z tak miłą i fachową obsługą. Skup złota i srebra w dobrej cenie. Na pewno tu wrócę i będę polecać dalej! ☺️",,"jewelry_store, store, point_of_interest, establishment",,53.4422566,14.5101433
"Tous Jewelry","572 907 880","Zielone Arkady Bydgoszcz Mall, Al. Wojska Polskiego 1, 85-171 Bydgoszcz, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",https://www.tous.com/pl-pl/?utm_campaign=local_seo&utm_content=46744289-e5b6-4c08-9878-d49b657e35b5&utm_medium=organic&utm_source=google_gmb,"Każda moja wizyta spotyka się z miła obsługa. Chętnie znów tam wrócę.","Uwielbiam  firmę Tous ♥️i jestem stałą klientką salonu w Bydgoszczy. Zawsze miła i profesjonalna obsługa i świetne doradztwo w wyborze biżuterii. Polecam wszystkim!",,,,,"jewelry_store, store, point_of_interest, establishment",,53.116,18.0102
"Bijou Brigitte",,"ul, Al. Wojska Polskiego 1, 85-171 Bydgoszcz, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",https://www.bijou-brigitte.com/,"Jestem stała klientką tego sklepu, od samego wejścia bije pozytywna energia od obsługi, w szczególności polecam P.Sandrę, która jest przesympatyczną, profesjonalną osobą, o bardzo dużej cierpliwości do klienta. Z pewnością wrócę po zakupy ponownie ! Oby więcej takich sprzedawców!","Polecam zakupy w tym sklepie, zwłaszcza kiedy w wyborze biżuterii pomaga przesympatyczna p. Sandra. Dzięki niej będę mieć piękną biżuterię ślubną.",,,,,"jewelry_store, store, point_of_interest, establishment",,53.11595,18.0102223
Lilou,"797 334 338","Al. Wojska Polskiego 1, 85-171 Bydgoszcz, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: Zamknięte",https://lilou.pl/,"Zamówiłam bransoletkę na stronie we wtorek o 23 z prośbą o jak najszybszą realizacje, w środę o 10 bransoletka była odbioru. Panie w środku bardzo miłe, bransoletka piękna ♥️ dziękuje!","Wizyta w butiku Lilou to bardzo miłe doświadczenie. Obsługa profesjonalnie i cierpliwie potrafi doradzić i sprostać oczekiwaniom. Do tego szybka realizacja. Zdecydowanie polecam!","Bardzo dobra obsługa. Szybka realizacja. Grawer wykonywany praktycznie od ręki. 15-20 min i zamówienie jest gotowe do odbioru. Zamówienia mogą być realizowane stacjonarnie, przez telefon lub na miejscu. Polecam. Bardzo dużo różnych modeli kolczyków, bransoletek i łańcuszków z przywieszkami.",,,,"jewelry_store, store, point_of_interest, establishment",,53.1156865,18.0106903
YES,"664 020 555","Jagiellońska 39-47, 85-097 Bydgoszcz, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 09:00–21:00",https://yes.pl/,"Bardzo miła i fachowa obsługa. Zawsze chętnie odpowiadają na pytania i potrafią doradzić najbardziej niezdecydowanym klientom. Profesjonalne podejście. Polecam !","Byłam bardzo zadowolona z obsługi sklepu. Bardzo sympatyczna atmosfera w sklepie. Brawo Wy","Bardzo miła obsługa w sklepie. Znają się na biżuterii i potrafili mi doradzić w zakupie.","Bardzo miła obsługa i szeroki wybór biżuterii. Rzetelna  pomoc w znalezieniu wymarzonego prezentu. Polecam!","Personel profesjonalny, wybór w sklepie duży. Z pewnością tu wrócę :-)",,"jewelry_store, point_of_interest, store, establishment",,53.12486,18.0177411
"Firma Jubilerska OMEGA - GRAWER JUBILER ZEGARMISTRZ - ZŁOTE OBRACZKI ŚLUBNE -","888 808 108","Dworcowa 35, 85-009 Bydgoszcz, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",http://www.facebook.com/jubilerOMEGA,"Na chwilę obecną polecam serdecznie. Właściciel doradza, pełen poczucia humoru, rozładowuje napięcie związane z bardzo ważnym zakupem, jakim są obrączki. Ogromny wybór, obrączki mogą być dowolnie spersonalizowane. Cenowo wypadają lepiej, niż w sieciowych salonach na A., K., czy na Y.. Nie wahajcie się ani minuty. Idźcie do OMEGI na Dworcowej!  Opinię zeedytuje po odbiorze obrączek, czyli za około miesiąc. Wierzę, że będzie tylko potwierdzeniem powyższego.  Pozdrawiam serdecznie RS  Edit: obrączki odebrane. Są genialne... Wykonanie, grawer, wszystko tak jak miało być. Albo i lepiej! Pozdrawiamy właściciela!","Polecam serdecznie tego jubilera. Obsługa była bardzo pomocna i otwarta na nasze propozycję. To był nasz pierwszy wybór obrączek.  Pan był szczery odradził nam czego powinniśmy unikać i doradził z czego będziemy zadowoleni. Atmosfera była przyjazna, można było nawet pożartować, nie stresowaliśmy się wyborem i ostatecznie wybraliśmy idealne obrączki.","Fachowe doradztwo,duży wybór biżuterii Polecam",,,,"jewelry_store, store, point_of_interest, establishment",,53.127793,17.998961
"ArtGold Jubiler - Optyk Artur Kotzbach","52 345 26 06","Marii Skłodowskiej Curie 27, 85-088 Bydgoszcz, Polska","poniedziałek: 10:00–17:00, wtorek: 10:00–17:00, środa: 10:00–17:00, czwartek: 10:00–17:00, piątek: 10:00–17:00, sobota: 10:00–13:00, niedziela: Zamknięte",http://jubilerbydgoszcz.pl/,"Zdecydowanie polecam! Odebrałam dzisiaj kolejne okulary zamówione u Pana Artura i tradycyjnie jestem zachwycona. Wzorowa transakcja, a poziom obsługi klienta na absolutnie światowym poziomie 👌 Ode mnie w pełni zasłużony komplet gwiazdek. Dziękuję i pozdrawiam 😊","Szukałam jubilera, który zmniejszy pierścionek i trafiłam świetnie :) Nie widać żadnych niechcianych zmian w biżuterii, usługa została zrealizowana w ustalonym terminie. Cena, moim zdaniem, wyjątkowo korzystna, a w dodatku Pan Artur wyczyścił pierścionek, sprawiając, że jest jeszcze piękniejszy :) Bardzo polecam!","Fantastyczny sklep. Ciekawy asortyment. Błyskawiczna wysyłka i to nie po zawyżonych kosztach - paczkomat tylko 6zł. Dobrze zaparkowany. Brawo i dziękuję 👏👏👏. Napewno jeszcze nie raz tu wrócę 😃👍","Fachowe doradztwo, a ceny i jakość bez porównania do sieciowych jubilerów. Nasze obrączki są przepiękne 🙂 Serdecznie polecam.","Strzał w dziesiątkę!!! Świetne miejsce, po wizycie u okulisty czułam się w pełni zaopiekowana !!! Fajny asortyment, świetne doradztwo, badanie od razu. Dodatkowy plus od razu można zakupić piękną biżuterię na każdą okazję. Na pewno wrócę ❤️ Szczerze wszystkim polecam to miejsce.",,"jewelry_store, health, store, point_of_interest, establishment",,53.1267493,18.0440851
"Aurum. Zakład złotniczy. Jarocki L.","52 345 62 73","Gdańska 25, 85-005 Bydgoszcz, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",,,,,,,,"jewelry_store, point_of_interest, store, establishment",,53.1271335,18.0046189
"Mennica Bydgoska","502 514 838","Fordońska 393/p. 12/1, 85-752 Bydgoszcz, Polska","poniedziałek: 09:00–16:00, wtorek: 09:00–16:00, środa: 09:00–16:00, czwartek: 09:00–16:00, piątek: 09:00–16:00, sobota: Zamknięte, niedziela: Zamknięte",https://mennicabydgoska.com/,"Zamówiłam łańcuszek na prezent dla swojego chłopaka na zdjęciach wyglądał już ładnie a na żywo jeszcze lepiej . Jestem bardzo zadowolona , a facet zadowolony z prezentu. Polecam serdecznie","Przedmiot zamówiony na Allegro. Obdarowana zadowolona, bardzo jej się podobał naszyjnik. Chciałbym zwrócić uwagę na ekspresową wysyłkę i dostarczenie (Orlen Paczka). Od zamówienia nie minęło 24h a ja już stałem w kolejce do paczkomatu a był to okres przedświąteczny. Mogę polecić.","Pięknie zapakowane, kartka informacyjna w środku, a produkt najwyższej jakości.  Córka rok temu miała przekute uszy, ciągle było wyczuwalne zgrubienia przy dziurka. Po zmianie kolczyków na te z Mennicy Bydgoskiej problem zniknął!","Śliczna biżuteria, prezent dla mojej mamy zamówiony przez Allegro, przyszedł ekspresowo na święta. Naszyjnik przepięknie się mieni! Polecam serdecznie :)",,,"jewelry_store, point_of_interest, store, establishment",,53.1429181,18.1486195
"Ami Bijoux","518 523 005","Focus Mall, Jagiellońska 39-47, 85-097 Bydgoszcz, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 10:00–20:00",http://amibijoux.pl/,"Pani Marta idealnie potrafi doradzić w wyborze biżuterii, zna się jak nikt inny! Polecam z całego serca👌🏼😁","Pani Maja była bardzo pomocna, miła. Starannie doradziła i wykonała bransoletkę na prezent. Bardzo polecam.","Bardzo miła obsługa. Profesjonalne podejście do klienta. Bardzo fajne miejsce z biżuterią.","Bardzo mila Pani, polecam biżuterie","Bardzo dziękuję za uprzejmą obsługę! Do zobaczenia 🙂",,"jewelry_store, point_of_interest, store, establishment",,53.124431,18.0179349
Apart,"52 554 36 98","Jagiellońska 39-47, 85-097 Bydgoszcz, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 09:00–21:00",https://www.apart.pl/,"Wczoraj wraz z Mama odwiedzilam Apart. Panie obslugujace wykazaly sie niezwykle pomocne i z duza kultura osobista pomogly Nam w zmniejszeniu bransoletki do zegarka zakupionego wczesniej oraz w dobraniu paska do drugiego zegarka. Zwracajac uwage na detal. Jednym slowem swietna obsluga, serdecznoie polecam i dziekujeMy",,,,,,"jewelry_store, store, point_of_interest, establishment",,53.1241778,18.0173774
"JUBILER PASJA Bydgoszcz ,złotnik,grawer,zegarki, obrączki","530 721 490","Jana i Jędrzeja Śniadeckich 16, 85-011 Bydgoszcz, Polska","poniedziałek: 10:00–18:00, wtorek: 10:00–18:00, środa: 10:00–18:00, czwartek: 10:00–18:00, piątek: 10:00–18:00, sobota: 10:00–14:00, niedziela: Zamknięte",http://www.jubiler-pasja.pl/,"Wybraliśmy z Żoną jubilera Pasja do wykonania obrączek ślubnych. Na miejscu otrzymaliśmy merytoryczne doradztwo i niemal idealne dopasowanie rozmiarów obrączek. Ponadto, warto pochwalić przedterminową realizację zamówienia oraz uprzejmą, zorientowaną na klienta obsługę i konkurencyjną cenę. Zdecydowanie polecam.","Kupiliśmy tutaj obrączki ślubne. Bardzo duży wybór, świetne doradztwo i finalnie bardzo dobre wykonanie. Co było też dla nas ważne to bardzo przystępna cena. Wyszlo w mojej obrączce, że jest dobry rozmiar pod względem przechodzenia przez kość ale za stawek już bardzo luźna, Pan sprzedawca doradził mi podkładki silikonowe, które faktycznie rozwiązały ten problem.","Zmawialiśmy tu obraczki z grawerem i jesteśmy bardzo zadowoleni, usługa wykonana szybko,  obraczki są piękne, dodatkowo obsługa bardzo miła i pomocna przy wszelkiego rodzaju wątpliwościach.","Byłeś raz, na pewno będziesz częstym gościem. Super wybór, super obsługa, super doradztwo.   Moja ocena 10 na 10. Polecam oba sklepy na Śniadeckich i nowo otwarty na Dworcowej.","Korzystalem kilkukrotnie z usług oferowanych przez jubiler Pasja i mogę polecić z czystym sumieniem Potrzebowałem zmniejszyć sygnet bez problemu i najważniejsza sprawa ubytek złota został mi oddany z ofertą odkupu Super sprawa u innych jubilerów/złotników chyba zapominali oddać złoto po zmniejszeniu obrączek a tutaj taka miła i profesjonalna obsługa Sprzedaż łańcuszka i bransolety najlepsza cena jaką mogłem dostać w owym czasie w Bydgoszczy,  aktualnie pierścionek do naprawy Super cena a pamiętać trzeba że to wszytko to rękodzieło i rzemiosło naprawdę polecam i póki co konkurencja nie ma podjazdu",,"jewelry_store, point_of_interest, store, establishment",,53.1292702,18.0039408
"Jubiler s.c. Sklep. Nowakowscy A.M.","52 322 16 52","Gdańska 10, 85-006 Bydgoszcz, Polska","poniedziałek: 10:00–17:30, wtorek: 10:00–17:30, środa: 10:00–17:30, czwartek: 10:00–17:30, piątek: 10:00–17:30, sobota: 10:00–14:00, niedziela: Zamknięte",,"Dla mnie najlepsze miejsce- klimatyczne, oddaje do czyszczenia złoto od kilku lat i nigdy się nie zawiodłam",,,,,,"jewelry_store, point_of_interest, store, establishment",,53.1252808,18.0034713
"Minimax. Sklep jubilerski","52 321 67 29","Mariana Rejewskiego 3, 85-791 Bydgoszcz, Polska","poniedziałek: 09:00–21:00, wtorek: 09:00–21:00, środa: 09:00–21:00, czwartek: 09:00–21:00, piątek: 09:00–21:00, sobota: 09:00–21:00, niedziela: 09:30–20:00",,"Przepiękna biżuteria. Miła obsługa. Ceny bardzo przystępne. Polecam.","Bardzo dobry sklep jubilerski. Szczególnie na wielką pochwałę zasługują Panie stanowiące pomocną obsługę w sklepie zawsze uprzejmie doradzą w zakupie zegarka czy biżuterii. Jest wysoki komfort w kupowaniu ładnie modnej biżuterii i co najważniejsze atrakcyjne ceny i upusty dla stałych klientów. Jeżeli musisz zakupić ładną i modna biżuterię czy niezawodny markowy zegarek to tylko w tej firmie. Polecam.","Super obsługa duży wybór biżuterii","Bardzo sympatyczna obsługa  posiadająca wiedzę o danym produkcie 😉",,,"jewelry_store, store, point_of_interest, establishment",,53.136935,18.115383
"Sklep Numizmatyczny. Skup monet. Skup złota. """"dworcowa17","52 328 69 57","Dworcowa 17, 85-009 Bydgoszcz, Polska","poniedziałek: 10:00–17:00, wtorek: 10:00–15:00, środa: 10:00–15:00, czwartek: 10:00–15:00, piątek: 10:00–15:00, sobota: Zamknięte, niedziela: Zamknięte",http://www.dworcowa17.pl/,"Polecili mi ten sklep we Warszawie, w Centrum Pieniądza, więc rekomendacja była zachęcająca. Będąc w Bydgoszczy odwiedziłem to miejsce i potwierdzam numizmatyczna wiedzę właścicieli. Moje monety zostały dokładnie zbadane i uczciwie wycenione a przy okazji sporo dowiedziałem się o numizmatyce. Sklep zdecydowanie godny polecenia.","O Dworcowej 17 dowiedziałam się w muzeum pieniądza. Ciężko było trafić bo ukryli się głęboko w podwórzu. Wewnątrz sklepu panuje klimat lat 80-tych i zapach staroci a prowadzą go bardzo sympatyczni ludzie. Zależało mi na profesjonalnej a przede wszystkim uczciwej wycenie bo była szansa że moje monety są wartościowe. W ruch poszły lupy, katalogi. mikroskop i ..... ultrasonograf. Monety okazały się oryginalne - dukaty Augusta III :). Zasób numizmatycznej wiedzy tych Panów jest obłędny. Dziękuję za udaną transakcję i pozdrawiam.","Miejsce w którym pasja ojca przeszła na syna i razem prowadzą sklep numizmatyczny. Miło się handlowało i gawędziło. Pozdrawiam kolegów numizmatyków.",,,,"jewelry_store, point_of_interest, store, establishment",,53.126773,18.00091
Pandora,"661 075 350","Jagiellońska 39, 85-097 Bydgoszcz, Polska",,https://pl.pandora.net/pl/,,,,,,,"jewelry_store, point_of_interest, store, establishment",,53.1246536,18.0185101
